Field=#~Integer~#~50|Field=Comment~String~Comment~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Footprint~String~Footprint~100|Field=LibRef~String~LibRef~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Quantity~Integer~Quantity~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Currency 1~String~Supplier Currency 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~schlage_attack_board.PrjPcb|ReportField=ProjectFullPath~C:\Users\colin\Dropbox (NewAE Technology Inc)\engineering\research\targets\schlage_locks\connect\attack_board\schlage_attack_board\schlage_attack_board.PrjPcb|ReportField=Title~Bill of Materials For Project [schlage_attack_board.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~53|ReportField=ReportTime~9:52:16 PM|ReportField=ReportDate~06/02/2017|ReportField=ReportDateTime~06/02/2017 9:52:16 PM|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=PrjLicense~<Select License>|ReportField=PrjName~<Enter Project Name>|ReportField=PrjRev~00|ReportField=Address1~1083 Queen St., Suite 196|ReportField=Address2~Halifax|ReportField=Address3~NS|ReportField=Address4~Canada B3H 0B2|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~06/02/2017|ReportField=CurrentTime~9:50:16 PM|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\colin\Dropbox (NewAE Technology Inc)\engineering\research\targets\schlage_locks\connect\attack_board\schlage_attack_board\attack_board.SchDoc|ReportField=DocumentName~attack_board.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~30/01/2017|ReportField=Organization~NewAE Technology Inc.|ReportField=ProjectName~schlage_attack_board.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=SheetApproved~NO|ReportField=SheetNumber~|ReportField=SheetTotal~|ReportField=Time~|ReportField=Title~<Enter Sheet Title>|ReportField=DataSourceFileName~schlage_attack_board.PrjPcb|ReportField=DataSourceFullPath~C:\Users\colin\Dropbox (NewAE Technology Inc)\engineering\research\targets\schlage_locks\connect\attack_board\schlage_attack_board\schlage_attack_board.PrjPcb|ReportField=PCBConfigurationName~Default Configuration|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
43|12R|12R res, 0603, 1%, 1/10W|R10|RESC1608X55N|RCHIP-12R-0603|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0603FR-0712RL{URL.TIP}Manufacturer|1|Digi-Key|CAD|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-12.0HRCT-ND{URL.TIP}Supplier
44|12R|12R res, 0603, 1%, 1/10W|R11|RESC1608X55N|RCHIP-12R-0603|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0603FR-0712RL{URL.TIP}Manufacturer|1|Digi-Key|CAD|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-12.0HRCT-ND{URL.TIP}Supplier
45|12R|12R res, 0603, 1%, 1/10W|R12|RESC1608X55N|RCHIP-12R-0603|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0603FR-0712RL{URL.TIP}Manufacturer|1|Digi-Key|CAD|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-12.0HRCT-ND{URL.TIP}Supplier
46|B3S-1000|Sealed Tactile Switch, SPST-NO, 3 to 24 V, -25 to 70 degC, 4-Pin SMD, RoHS, Bulk|SW1|OMRON-B3S-1000-4_V|CMP-1677-00001-4|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|||{URL}{URL.TEXT}{URL.TIP}Supplier
47|B3S-1000|Sealed Tactile Switch, SPST-NO, 3 to 24 V, -25 to 70 degC, 4-Pin SMD, RoHS, Bulk|SW2|OMRON-B3S-1000-4_V|CMP-1677-00001-4|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|||{URL}{URL.TEXT}{URL.TIP}Supplier
48|B3S-1000|Sealed Tactile Switch, SPST-NO, 3 to 24 V, -25 to 70 degC, 4-Pin SMD, RoHS, Bulk|SW3|OMRON-B3S-1000-4_V|CMP-1677-00001-4|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|||{URL}{URL.TEXT}{URL.TIP}Supplier
49|B3S-1000|Sealed Tactile Switch, SPST-NO, 3 to 24 V, -25 to 70 degC, 4-Pin SMD, RoHS, Bulk|SW4|OMRON-B3S-1000-4_V|CMP-1677-00001-4|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|||{URL}{URL.TEXT}{URL.TIP}Supplier
50|B3S-1000|Sealed Tactile Switch, SPST-NO, 3 to 24 V, -25 to 70 degC, 4-Pin SMD, RoHS, Bulk|SW5|OMRON-B3S-1000-4_V|CMP-1677-00001-4|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|||{URL}{URL.TEXT}{URL.TIP}Supplier
51|ATSAM4LC2AA-AU|Atmel, SAM4L, 48-TQFP|U1|TSQFP50P900X900X120-48N|ATSAM4LC2AA-AU|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%2520Technology%26mpn%3DATSAM4LC2AA-AU%26seller%3DDigi-Key%26sku%3DATSAM4LC2AA-AU-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Microchip%20Technology{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%2520Technology%26mpn%3DATSAM4LC2AA-AU%26seller%3DDigi-Key%26sku%3DATSAM4LC2AA-AU-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ATSAM4LC2AA-AU{URL.TIP}Manufacturer|1|Digi-Key|CAD|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%2520Technology%26mpn%3DATSAM4LC2AA-AU%26seller%3DDigi-Key%26sku%3DATSAM4LC2AA-AU-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}ATSAM4LC2AA-AU-ND{URL.TIP}Supplier
52|REG1117-3.3|Single Output LDO, 800 mA, Fixed 3.3 V Output, 3.8 to 15 V Input, with Internal Current Limiting, 4-pin SOT-223 (DCY), -40 to 125 degC, Green (RoHS & no Sb/Br)|U11|TI-DCY4_M|CMP-0395-00549-1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DREG1117-3.3%26seller%3DDigi-Key%26sku%3DREG1117-3.3-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DREG1117-3.3%26seller%3DDigi-Key%26sku%3DREG1117-3.3-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}REG1117-3.3{URL.TIP}Manufacturer|1|Digi-Key|CAD|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DREG1117-3.3%26seller%3DDigi-Key%26sku%3DREG1117-3.3-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}REG1117-3.3-ND{URL.TIP}Supplier
53|ABM3B-12.000MHZ-B2-T|Ceramic SMD Crystal, 12 MHz, +/- 20 ppm, 70 Ohm, -20 to 70 degC, 4-Pin SMD, RoHS, Tape and Reel|X1|ABRA-ABM3B-4_V|CMP-1688-00007-1|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|||{URL}{URL.TEXT}{URL.TIP}Supplier
